"","X","unique_Id","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","total","year","month","day","dayOfWeek","hour","timeOfDay","dist","to_jfk","to_nkw","to_lag","to_msg","to_ts","to_freedom","to_grand","to_bronx","to_nyc"
"96",96,"000000119",13.5,-73.950655,40.783282,-73.984365,40.769802,1,2.60268968544438,"2013","7",6,"7",17,"Evening",3.20996164824023,43.9705229667287,39.8925456230452,15.821286030373,7.40028544700292,5.18422310931801,16.2666293978961,6.06465161061024,17011.1738676491,15.4645159909568
"97",97,"00000025",7.5,-73.976512,40.765277,-73.977672,40.778052,1,2.01490302054226,"2013","10",8,"3",17,"Evening",1.42386989192502,44.350293329457,37.9778305439114,17.4962416088076,5.51102289927609,3.2324785621685,14.4865003284437,4.2189926482109,17012.551450643,13.7200425181848
"98",98,"0000009",9,-73.984977,40.752122,-74.000925,40.757982,1,2.19722457733622,"2014","12",7,"1",12,"Mid-Day",1.49301125397222,44.1844636289708,33.9145037461498,20.7538236768037,1.77798777007958,2.09054074614711,10.1387560503105,2.74112939406957,17014.4719963213,9.48362140096306
"99",99,"0000002",14,-73.9792098999023,40.7236824035645,-74.017463684082,40.7113952636719,1,2.63905732961526,"2015","5",17,"1",8,"Morning",3.50152501995828,40.9123727161734,30.3547655997321,25.0208537100933,8.010493670354,9.89192800133228,3.50152504811062,8.94107709129995,17013.7801733746,3.50612582835514
"100",100,"00000066",5.7,-73.983052,40.722588,-73.988022,40.733738,3,1.7404661748405,"2011","6",9,"5",0,"Night",1.30864558913763,39.9711801096413,33.0210737263054,21.9663279170627,5.14193600596207,6.85008920580479,5.95356378434836,5.68155787306321,17012.1100315056,4.8488229996479
"101",101,"0000005",10,-74.002581,40.739572,-73.99458,40.760682,1,2.30258509299405,"2014","11",12,"4",12,"Mid-Day",2.44216828455422,44.4211114919201,32.6259717026298,22.0401638293329,2.57694790912723,3.42794016356331,8.69001959385487,4.30088718870038,17015.1954071348,8.11019560998255
"102",102,"000000100",5.7,-73.993452,40.761447,-73.979662,40.759618,5,1.7404661748405,"2010","6",4,"6",14,"Evening",1.17912108101115,44.0296172112484,35.4030167887869,19.4022520205499,2.75575615905624,1.22324052471966,11.6162056864768,2.47594213770637,17013.646048761,10.9020550847187
"103",103,"00000024",9.7,-73.970705,40.761643,-73.992833,40.727647,2,2.27212588550934,"2010","11",8,"2",20,"Night",4.21483743866697,41.5346078113112,34.8439802450207,19.8931495277452,4.81961643726375,4.78589886670568,8.92499899696036,4.21638947769917,17012.1834910743,7.95985045921375
"104",104,"0000004",14.1,-73.974492,40.751369,-74.010585,40.703364,1,2.64617479738412,"2011","3",9,"4",7,"Morning",6.14357466543422,41.3753351678655,32.1101069868182,23.2566455339659,7.03332353010839,7.76263141839861,6.47193034830524,6.43708236473539,17013.236396571,6.18530426367887
"105",105,"000000142",7.7,-73.991607,40.76318,-73.982718,40.76239,2,2.04122032885964,"2011","8",4,"5",10,"Mid-Day",0.753778198887623,44.412026751384,35.533769344868,19.398483280216,3.01723353964982,1.16270115533245,12.0058945612032,2.85584410238645,17013.8413655962,11.3115614514749
"106",106,"0000001",52,-74.035839,40.74732,-74.035839,40.74732,1,3.95124371858143,"2009","3",25,"4",0,"Night",0,49.4427051726013,26.6756822295897,28.1560833907817,7.1849067315395,8.92735275267205,8.57768972532076,9.95137716604787,17021.2402902311,8.8877567091353
"107",107,"00000076",11.3,-74.00767,40.732177,-73.974663,40.758932,1,2.42480272571829,"2010","3",22,"2",10,"Mid-Day",4.07216556453447,42.9464439957965,33.3664183608812,21.1705377181484,4.20141941709712,4.40679031957714,8.30824445864522,4.15988406716263,17013.7765090918,7.65555491863915
"108",108,"0000001",8.5,-73.986681,40.725659,-73.977068,40.754504,1,2.14006616349627,"2012","3",25,"1",9,"Mid-Day",3.30808970230785,40.9045192852374,34.4744415818253,20.2897656093812,4.26556877806625,4.53327093445787,8.23924421844122,3.31201837001919,17012.0077745768,7.2162779914095
"109",109,"000000217",12.9,-73.965315,40.790852,-73.978195,40.766375,6,2.55722731136763,"2012","6",5,"3",9,"Mid-Day",2.92983156261885,44.7852837033674,39.5388834518441,16.6859450530611,7.25294737391493,4.93854478902206,16.252465824489,5.88166542755547,17011.9632470373,15.4746487198514
"110",110,"0000004",9.5,-73.972195,40.765883,-73.967942,40.761951,1,2.2512917986065,"2012","11",6,"3",11,"Mid-Day",0.565205814144702,42.3211626566751,38.226185976542,16.531514267041,4.96687191156737,2.82015388414955,13.5402053033016,2.81611074696848,17011.062389915,12.6547480775003
"111",111,"000000217",9,-73.982272,40.748357,-73.969325,40.763877,1,2.19722457733622,"2014","5",22,"5",18,"Night",2.04142912382373,42.0382788548805,36.6380408017644,17.9360668728852,3.48206590614126,2.63555335417615,11.5489813477474,2.05353474249076,17011.6803230648,10.6594137808543
"112",112,"00000087",10,-73.991797,40.735262,-73.975915,40.748697,6,2.30258509299405,"2014","10",17,"6",8,"Morning",2.00550361658427,41.3400425137033,34.2020445087641,20.2706764885269,3.18624299306864,4.06150281704243,8.19852238492064,2.75417145721631,17012.4156465866,7.26752938465684
"113",113,"000000201",35,-73.95331,40.787772,-73.944352,40.719772,2,3.55534806148941,"2012","12",6,"5",18,"Night",7.5988111829984,38.4977299613108,41.2932351596815,15.6081014225826,10.7076929995469,9.72223375157595,15.634679477011,8.9779093097028,17007.1210372746,14.5916356012799
"114",114,"000000215",9,-73.96083,40.77308,-73.978372,40.774907,1,2.19722457733622,"2012","12",6,"5",18,"Night",1.49106318902365,43.746663009201,39.3213987217487,16.1412753619303,6.71326227114639,4.44935035489422,15.5633771270157,5.12387220297915,17011.4113680818,14.7469778233143
"115",115,"0000001",17,-73.97339,40.743883,-73.954021,40.766063,1,2.83321334405622,"2014","7",20,"1",12,"Mid-Day",2.9570852315152,40.3370846317614,38.4323406760322,16.1271886349668,5.58032617208408,4.67541965939824,12.5974462253552,3.48501388126382,17009.6321103702,11.5825821761685
"116",116,"000000193",6.1,-74.000122,40.74308,-74.00615,40.734233,5,1.80828877117927,"2009","1",25,"1",18,"Night",1.10710381449135,43.7032751987836,30.8943491879131,23.5417605966761,3.10440562487018,5.43310210483303,6.02965547907199,5.39568893170786,17015.464830201,5.48945444569559
"117",117,"0000001",14.5,-73.961598,40.716487,-73.960417,40.674963,2,2.67414864942653,"2010","3",27,"7",2,"Night",4.61833151306045,33.416087651704,36.3204997496102,23.8071728245831,13.4825340277104,14.6773218224785,10.514961133962,12.9947854720377,17006.6802278531,9.61691469158371
"118",118,"00000040",3.7,-73.966957,40.761268,-73.967912,40.765535,1,1.30833281965018,"2011","1",5,"4",17,"Evening",0.481237633129575,41.9092717489079,38.5767851235465,16.1213141013022,5.2496931778213,3.17537777970873,13.6835936659581,2.91283262141691,17010.6050200058,12.7699260886618
"119",119,"0000001",32.5,-73.872862,40.774105,-73.970593,40.764393,2,3.48124008933569,"2012","5",11,"6",15,"Evening",8.30076818099508,38.0174614702666,46.1956084830262,8.84733377182465,12.9508445337988,10.9682879338328,20.4532488763559,10.5183051569121,17003.2962754417,19.422286283325
"120",120,"0000005",5.3,-73.995083,40.739527,-73.999599,40.726264,3,1.66770682055808,"2010","1",3,"1",10,"Mid-Day",1.52307644723433,42.237473133682,31.411206399883,23.1988472351741,3.97341482519052,6.14152522186173,5.26333534145406,5.59438336489663,17014.2629788406,4.43833424884825
"121",121,"00000040",11.5,-73.972018,40.750142,-74.006008,40.73622,5,2.4423470353692,"2012","11",8,"5",21,"Night",3.25518602791052,42.2646375067898,33.4699006319407,20.9502842158258,3.71196598707072,4.54664033831446,8.11911404612873,3.56204448993445,17013.3197152537,7.39099903415871
"122",122,"0000003",4,-73.993701,40.741569,-73.987999,40.748834,1,1.38629436111989,"2013","11",23,"7",23,"Night",0.939858100057655,42.6815320102216,33.3469991299905,21.0771500803147,1.48464284855016,3.20443121139901,8.16631733098854,2.86736371562434,17013.7085707852,7.38374034944492
"123",123,"0000001",10.5,-73.966473,40.7575,-73.993336,40.745051,1,2.35137525716348,"2010","6",17,"5",16,"Evening",2.65265340651296,41.9756921959484,35.5622113473424,18.8825133944443,3.00389004479177,3.26559777122854,10.3347075781385,2.65285805622737,17012.1548895132,9.48206466525504
"124",124,"0000002",17.7,-73.87082,40.773748,-73.808317,40.7003,1,2.87356463957978,"2012","8",19,"1",19,"Night",9.71764336696196,23.710884636054,58.1443412971198,10.9963895192586,27.2081231853637,26.0239707485774,31.1390600528252,24.6379070460134,16988.336973279,29.9703066235304
"125",125,"00000043",8,0,0,0,0,2,2.07944154167984,"2013","1",17,"5",17,"Evening",0,17293.4208292288,17361.1197795747,17314.9975129381,17333.5911498632,17332.5607702632,17335.3583980552,17330.9987045611,327.596007390262,17334.2566048011
"126",126,"0000001",5,-73.971696,40.763378,-73.962035,40.776598,1,1.6094379124341,"2013","5",10,"6",16,"Evening",1.68011650395281,42.8305778100277,39.315469059508,15.8259666649961,6.24636129585595,3.99895172669678,14.9599394978552,4.22295739521986,17010.7897096704,14.087525745227
"127",127,"0000006",19,-73.98721,40.729325,-73.931985,40.697207,1,2.94443897916644,"2013","9",17,"3",4,"Morning",5.86683053118863,34.5571900140054,36.8599566303373,21.3441771059315,10.2793935603487,11.4843112067867,9.95478759551337,9.98470235481963,17007.1872668681,8.88438574324044
"128",128,"0000005",8,-73.988492,40.717977,-73.97818,40.737407,1,2.07944154167984,"2014","1",6,"2",21,"Night",2.32871312852084,39.6535980417286,33.3791782591117,21.711495013617,5.5799684194828,7.01937485637137,6.22404214113466,5.67902338369168,17011.7261542456,5.07796504711024
"129",129,"00000021",7.3,-73.986588,40.72165,-74.008005,40.717167,2,1.98787434815435,"2010","9",30,"5",8,"Morning",1.87251272435312,40.8636569775343,30.6063440082589,24.6462216338627,7.16431745924576,9.16967783551907,3.14253163469687,8.26939715444118,17013.6865762009,2.22508415898669
"130",130,"000000111",6.5,-73.98213,40.774807,-73.973583,40.789645,5,1.87180217690159,"2012","10",6,"7",15,"Evening",1.80001898044611,46.0326772832525,39.0423852595156,17.584251880344,7.52631054012329,5.33995828347088,16.5811922647978,6.61237786164714,17013.1246099068,15.8818322303982
"131",131,"00000025",8,-74.002843,40.733692,-73.987882,40.72859,1,2.07944154167984,"2013","2",11,"2",0,"Night",1.38240486273397,41.7320602221794,31.5993665020489,23.0749856981495,4.51147742639122,6.55508579093259,5.28127200069096,5.85022357461798,17013.8614809124,4.42868978466706
"132",132,"000000213",16.5,-73.983837,40.676052,-74.002522,40.723145,1,2.80336038090653,"2014","9",12,"6",23,"Night",5.46828253172362,38.7781093851136,31.1180167490086,27.202090978117,11.4547185739313,13.4509539069742,6.25650487048823,12.4593427147014,17012.1690782125,5.69527771317053
"133",133,"000000225",49.57,-73.977023,40.7526,-73.79031,40.643783,2,3.90338581203248,"2009","9",22,"3",21,"Night",19.8536989926866,21.9088576900049,50.8607812819318,25.767376140518,22.2306571780923,21.7968583660283,25.7061671381778,19.8908959022876,16993.9726732526,24.7691974051869
"134",134,"0000004",10.5,-73.988006,40.737723,-73.965699,40.766095,1,2.35137525716348,"2012","2",3,"6",13,"Mid-Day",3.6720097767552,41.731318915853,36.1555168307637,18.4969711430463,4.39865314829393,4.18679875112639,10.6796807924867,3.67467704455891,17011.6771216689,9.75825603770292
"135",135,"000000159",22.5,-73.9882,40.75909,-73.923683,40.86861,5,3.11351530921037,"2012","2",12,"1",1,"Night",13.3336049229393,50.1215922924983,46.5314967821709,20.6743100917074,15.4351511031135,13.5109243975993,24.4884533406628,14.8205329415544,17010.847594443,23.7560949665314
"136",136,"00000093",11.5,-73.947472,40.771227,-73.981832,40.760272,1,2.4423470353692,"2012","12",21,"6",6,"Morning",3.13965415536127,41.99018957632,39.2213028112424,15.5633564159931,5.96226089211822,3.76740352831835,14.476661170588,4.17032200219922,17010.2445635402,13.5840856367235
"137",137,"0000001",12.5,-73.984723,40.748023,-73.977245,40.757891,2,2.52572864430826,"2014","11",1,"7",16,"Evening",1.26521845613652,42.2891224954789,35.5467647195841,18.9468725427445,2.37079805624344,1.88093088787848,10.4877817043717,1.39701488246196,17012.4042914138,9.63076448925121
"138",138,"000000167",5.5,-73.950305,40.785607,-73.943587,40.789532,1,1.70474809223843,"2013","1",26,"7",18,"Night",0.7144007760008,43.2283653334108,44.1124615233143,12.441181722307,11.3661717010654,9.05255840063975,20.0655553735611,9.28184983300924,17008.2410395382,19.1527744188614
"139",139,"0000003",6.5,-73.980735,40.747911,-73.97053,40.761998,1,1.87180217690159,"2013","5",20,"2",11,"Mid-Day",1.78675494170781,41.8476109372542,36.5588835071853,17.9769237948474,3.41703908446193,2.55061998414627,11.3506305856183,1.78678475328345,17011.6036766646,10.4471062780847
"140",140,"0000002",16.5,-73.9969863891602,40.755428314209,-73.9531936645508,40.8021011352539,3,2.80336038090653,"2015","5",31,"1",7,"Morning",6.36636908214026,45.5779694546123,39.1167829877041,17.8285990130594,7.28788842919273,6.57693524504105,16.1080244729203,7.54731087667319,17012.5224091144,15.4115000130557
"141",141,"0000003",9,-74.0034484863281,40.7331008911133,-74.0080032348633,40.7072143554688,1,2.19722457733622,"2015","2",15,"1",22,"Night",2.90393270894381,42.2966416099154,29.3843239001242,25.864950813642,7.07975417020179,9.32118628485627,3.17944251924137,8.7896436062761,17015.1132323574,2.90486635915156
"142",142,"00000012",8.9,-73.9578,40.768003,-73.981712,40.763392,1,2.18605127673809,"2009","6",25,"5",10,"Mid-Day",2.07805367879408,42.5709272751263,38.4445435833474,16.3967889961366,5.31371087627785,3.08741050794817,13.9673079115156,3.60724544526054,17011.0861401259,13.1072749956352
"143",143,"0000002",10.9,-73.983735,40.746697,-73.954411,40.772219,1,2.3887627892351,"2009","7",23,"5",17,"Evening",3.7621550615514,41.7299184950857,37.9902666440701,16.7283268599549,4.99366182926761,4.34058393992547,12.8083463398012,3.7625467022061,17010.7097688047,11.8902121193562
"144",144,"0000001",8.9,-73.98103,40.729782,-73.993011,40.752803,1,2.18605127673809,"2011","3",19,"7",15,"Evening",2.75163927185832,41.6919646560877,33.7480456856935,20.983953662845,2.78667174841051,4.20647647357707,8.10281537602309,3.90058368462543,17012.9098421135,7.19510575896116
"145",145,"0000004",8.5,-73.963115,40.774034,-73.975251,40.760823,1,2.14006616349627,"2011","5",6,"6",11,"Mid-Day",1.7895555699155,42.7521700607887,38.7087854249308,16.2869578220609,5.56596283652725,3.35863599792613,14.270810273103,3.57032748291404,17011.064646267,13.4033621935572
"146",146,"0000001",17,-73.962458,40.759027,-73.986199,40.753397,1,2.83321334405622,"2013","2",8,"6",9,"Mid-Day",2.09539539748314,41.8407611972839,36.8562822413285,17.6419633647513,3.46020385092621,2.52596585957746,11.7777144428563,2.18914074189747,17011.4411723418,10.8936747698189
"147",147,"0000001",12.5,-74.003848,40.720855,-73.98098,40.668304,1,2.52572864430826,"2010","8",24,"3",1,"Night",6.15323887023748,38.3670518173769,31.2898004118771,27.9632403736801,12.6114290979257,14.5954679687323,6.85542893124399,13.5826219433064,17011.830511499,6.30530960535208
"148",148,"000000144",52.5,-73.982265,40.762062,-73.76855,40.675135,1,3.96081316959758,"2014","5",13,"3",22,"Night",20.4410063176289,25.6770378762812,52.3656027158278,23.8816935856733,22.312910715256,20.9150338311846,27.1447124344824,20.7118393834825,16993.4742006452,26.216291576067
"149",149,"000000167",16,-74.005677,40.745547,-73.962663,40.794295,1,2.77258872223978,"2014","10",25,"7",21,"Night",6.51944864551427,45.4678484328467,36.8472973492747,19.3532114283029,6.68662735972315,6.64801490799408,13.7390576392678,7.31168586801636,17013.6498123635,13.1309549191764
"150",150,"0000005",8,-73.9854888916016,40.7472801208496,-74.0076751708984,40.7407684326172,1,2.07944154167984,"2015","4",19,"1",22,"Night",2.00443015561922,43.3782490846018,32.3482449058414,22.0648995053385,2.37426928259085,4.06398331584072,7.66549365139376,3.81218155171826,17014.6071742787,7.04148542510337
"151",151,"00000096",17.3,-73.950972,40.785633,-74.01024,40.720302,1,2.85070650150373,"2010","5",17,"2",7,"Morning",8.81454710366169,43.1323456062568,35.9186559104024,19.7253317703763,8.93950898011284,8.92074685576446,10.5518688210708,8.82925026062821,17012.3453364532,9.9718734681531
"152",152,"0000004",5.7,-74.00844,40.711253,-74.001313,40.731078,1,1.7404661748405,"2011","10",26,"4",3,"Morning",2.28479706714595,42.2287859728839,29.5184867138521,25.5768492487362,6.80453417099198,9.03305951919824,2.73128532840256,8.45503548804227,17015.0151561108,2.29571506743028
"153",153,"0000002",5.5,-73.9809112548828,40.7420654296875,-73.9769897460938,40.7516555786133,1,1.70474809223843,"2015","4",18,"7",9,"Mid-Day",1.11637396579559,41.221229195777,35.354110022281,19.0879507073661,2.79772252947314,2.96108842620441,9.56917047330771,1.34061787693493,17011.8102732089,8.62167142588927
"154",154,"0000003",16.5,-73.974938,40.762091,-74.003309,40.706195,2,2.80336038090653,"2009","2",27,"6",13,"Mid-Day",6.65919923432043,41.6652722697483,33.2044210361237,22.2781362456763,7.0164825169933,6.98455678963304,7.49333051829493,6.68113463542243,17012.9573933697,6.87503941469542
"155",155,"000000126",12.9,-73.980755,40.680558,-73.98911,40.726788,2,2.55722731136763,"2009","7",16,"5",20,"Night",5.18856393000212,37.8151859749276,32.5340357647219,25.4696392884053,10.5111887609093,12.3055628039642,7.08854171545139,11.0784252491394,17010.9761281771,6.33934616218611
"156",156,"0000002",10.1,-73.991245,40.739058,-73.992972,40.76768,1,2.31253542384721,"2011","5",16,"2",13,"Mid-Day",3.18594402534499,43.9275774987003,33.9928666190433,20.924995888819,3.19584857599663,3.44636527935003,9.8261222587619,4.05432700295128,17014.2616773081,9.10463018392758
"157",157,"00000024",9.5,-73.992583,40.730417,-74.005352,40.740247,1,2.2512917986065,"2013","8",9,"6",21,"Night",1.53369944458408,42.7162340169316,31.3264498132156,23.2284375059088,3.75523519491326,5.91487722506959,5.77519895816736,5.54245640511352,17014.634782486,5.05043020909787
"158",158,"00000012",4.5,-73.979872,40.749027,-73.976553,40.757498,5,1.50407739677627,"2010","3",14,"1",15,"Evening",0.982545564047844,41.9435322793271,36.0024849465846,18.4802905479584,2.76968510234682,1.91943060833996,10.79886659525,1.00262276702191,17011.9587715111,9.90870687032538
